user_idx,item_idx,weight,raw_playtime
16,87,0.78752262,186
16,112,0.85409628,290
16,132,0.59192073,50
16,135,0.88188857,349
16,140,0.79382914,194
16,154,0.80209059,205
16,171,0.88486977,356
16,175,0.74922749,144
16,182,0.94435671,529
16,184,0.68556808,94
16,186,0.53524353,34
16,189,0.54360935,36
16,196,0.74713654,142
16,200,0.76404726,159
16,206,0.87840758,341
16,217,0.84989960,282
16,235,0.79227710,192
16,236,0.95662517,574
16,239,0.86313175,308
16,256,0.88059261,346
16,288,0.84226157,268
16,290,0.84989960,282
16,311,0.90085784,396
16,315,0.83123401,249
16,333,0.86067581,303
16,334,0.85043063,283
16,364,0.84503414,273
17,16,0.68962761,60
17,41,0.88458226,194
17,84,0.91300333,230
17,87,0.87933943,188
17,101,0.87575091,184
17,112,0.68962761,60
17,135,0.98790013,360
17,154,0.68962761,60
17,171,1.00000000,387
17,183,0.97685635,337
17,184,0.92011274,240
17,190,0.59643430,34
17,200,0.89781133,210
17,206,0.91659569,235
17,236,0.91588335,234
17,256,0.94164118,273
17,311,0.61458788,38
17,315,0.95907106,303
18,0,0.68911102,74
18,41,0.89296766,268
18,53,0.57196275,35
18,57,0.81300963,162
18,83,0.66379619,63
18,84,0.90606239,291
18,87,0.81687913,166
18,112,0.75024013,109
18,166,0.81877926,168
18,307,1.00000000,525
19,0,0.91264495,395
19,16,0.60578765,52
19,53,0.91187239,393
19,56,0.68826752,90
19,57,0.70112398,98
19,83,0.81218555,204
19,84,0.81874131,213
19,87,0.75180100,137
19,112,0.94913845,502
19,132,1.00000000,701
19,140,0.91757343,408
19,171,0.95854907,534
19,184,0.85364178,268
19,196,0.77906582,164
19,197,0.88343287,326
19,219,0.96497150,557
19,235,0.95508774,522
19,243,0.83367216,235
19,311,0.85589393,272
20,0,0.91573953,193
20,53,0.83367753,120
20,84,0.84614915,129
20,87,0.98076242,281
20,112,0.87446752,152
20,135,0.95345114,240
20,154,0.87560000,153
20,171,1.00000000,314
20,184,0.79344469,95
20,200,0.81391953,107
20,206,0.83367753,120
20,236,0.79344469,95
20,256,0.89782195,174
20,288,0.87784307,155
20,290,0.88440367,161
20,315,0.87784307,155
20,371,0.95772599,246
21,0,0.89934794,171
21,53,0.86462589,140
21,112,0.89523679,167
21,132,0.90631758,178
21,154,0.88888280,161
21,171,0.91395664,186
21,184,0.79002732,91
21,200,0.81477588,105
21,206,0.79002732,91
21,239,0.98572957,281
21,288,1.00000000,305
21,290,0.93670175,212
21,299,0.94314361,220
21,311,0.93170953,206
21,315,0.98572957,281
21,323,0.93001325,204
21,328,0.91395664,186
21,333,0.98572957,281
21,334,0.98634803,282
21,365,0.94314361,220
22,0,0.64151777,49
22,16,0.69433502,68
22,21,0.77810337,114
22,41,0.84974097,177
22,53,0.56833284,31
22,57,0.78508256,119
22,83,0.69902065,70
22,84,0.79946506,130
22,87,0.75843169,101
22,112,0.81152831,140
22,132,0.82915451,156
22,135,0.94592501,319
22,140,0.69433502,68
22,154,0.92047552,273
22,159,0.63137106,46
22,161,0.80918561,138
22,166,0.78371028,118
22,171,0.87606907,208
22,175,0.58764764,35
22,182,0.62055486,43
22,183,0.95730721,342
22,184,0.82599069,153
22,186,0.31910240,6
22,189,0.71652913,78
22,190,0.54643554,27
22,196,0.82599069,153
22,200,0.83928033,166
22,206,0.58302800,34
22,208,0.58764764,35
22,216,0.91745543,268
22,217,0.87685182,209
22,218,0.89176994,229
22,219,0.73971869,90
22,235,0.85695031,185
22,237,0.11366657,1
22,256,1.00000000,444
22,288,0.11366657,1
22,314,0.80071211,131
22,315,0.78779313,121
22,319,0.83530472,162
22,371,0.89599299,235
22,684,0.42061629,12
23,12,0.47713977,19
23,14,0.63826065,54
23,41,0.82709869,179
23,74,0.89973003,283
23,84,0.88132048,252
23,87,0.85687330,216
23,101,1.00000000,532
23,112,0.87225370,238
23,132,0.82351937,175
23,140,0.89049421,267
23,175,0.82351937,175
23,184,0.80225140,153
23,186,0.34995892,8
23,196,0.86888628,233
23,200,0.82351937,175
23,206,0.80225140,153
23,208,0.82709869,179
23,216,0.88257460,254
23,217,0.88132048,252
23,218,0.82709869,179
23,219,0.85539853,214
23,235,0.86888628,233
23,236,0.82351937,175
23,306,0.65475191,60
23,307,0.91470631,311
24,84,0.94504185,241
24,87,1.00000000,332
24,135,0.98656322,307
24,171,0.94716309,244
24,183,0.96642397,273
24,184,0.90608834,192
24,200,0.91897506,207
24,206,0.92467394,214
24,236,0.90156913,187
24,256,0.94856287,246
24,311,0.97855378,293
24,315,0.89786636,183
24,326,0.71871296,64
25,0,0.77122810,159
25,16,0.79410929,185
25,41,0.99110324,679
25,53,0.77122810,159
25,83,0.75521742,143
25,87,0.79654072,188
25,112,0.82438041,226
25,132,0.75938099,147
25,140,0.80050859,193
25,175,0.76738078,155
25,196,0.75835074,146
25,200,1.00000000,720
25,324,0.54455485,35
26,1,0.27430300,10
26,11,0.84713860,1644
26,15,0.52213055,95
26,17,0.65841797,315
26,21,0.34269151,19
26,41,0.72488999,564
26,48,0.65732677,312
26,59,0.58269056,162
26,91,0.62306991,231
26,101,0.70813020,487
26,120,0.83119597,1430
26,159,0.68792833,408
26,160,0.57544807,152
26,186,0.26340016,9
26,306,0.22259896,6
26,307,0.83489274,1477
26,324,0.72828115,581
26,325,0.39997681,32
26,683,1.00000000,6258
27,0,0.27319491,8
27,1,0.91489105,1568
27,14,0.91401627,1557
27,53,0.42696948,30
27,63,1.00000000,3110
27,84,0.39514765,23
27,135,0.37854485,20
27,154,0.13659746,2
27,175,0.38432897,21
27,184,0.20011166,4
27,234,0.79094121,578
28,67,0.90812235,226
28,84,0.89903067,214
28,112,0.90439397,221
28,135,0.97426656,336
28,154,0.94084031,275
28,165,0.90287905,219
28,184,0.87205427,182
28,200,0.89746619,212
28,206,0.89903067,214
28,223,1.00000000,392
28,236,0.87205427,182
28,256,0.94084031,275
28,290,0.91952402,242
28,315,0.97024481,328
28,335,0.89588696,210
28,364,0.89667844,211
28,371,0.91814057,240
28,372,0.89667844,211
28,375,0.91176949,231
29,0,0.67612337,54
29,11,0.47802408,16
29,41,0.64597422,45
29,53,0.87044368,173
29,84,0.90692517,215
29,87,1.00000000,374
29,112,0.93820669,259
29,132,0.76655163,93
29,135,0.99727863,368
29,154,0.97791970,328
29,182,0.91456093,225
29,196,0.90692517,215
29,219,0.91154797,221
29,235,0.90692517,215
29,307,0.91604748,227
30,0,0.89308205,916
30,1,0.47626620,37
30,16,0.88813525,882
30,17,0.89421934,924
30,41,0.80473389,466
30,43,0.85903041,706
30,48,0.97451620,1707
30,52,0.40470767,21
30,53,0.74635444,298
30,56,0.63527238,127
30,57,0.73775842,279
30,66,0.70912562,224
30,72,0.70912562,224
30,83,0.63730233,129
30,84,0.81209293,493
30,87,0.91879637,1115
30,105,0.70618327,219
30,112,0.72133973,246
30,132,0.71143280,228
30,135,0.81575187,507
30,140,0.70618327,219
30,154,0.73681985,277
30,166,0.69435740,200
30,171,0.76659980,348
30,175,0.63730233,129
30,182,0.70618327,219
30,184,0.72448218,252
30,186,0.82921115,562
30,196,0.70618327,219
30,200,0.70618327,219
30,206,0.70498756,217
30,208,0.81076098,488
30,214,0.71370003,232
30,216,0.96879717,1634
30,217,0.72027526,244
30,218,1.00000000,2074
30,219,0.71370003,232
30,235,0.81209293,493
30,239,0.74679160,299
30,243,0.81393518,500
30,288,0.74099140,286
30,306,0.46549883,34
30,325,0.46170352,33
30,684,0.32534681,11
31,0,0.80929172,57
31,53,0.67113973,28
31,87,1.00000000,150
31,135,0.13815199,1
31,140,0.67113973,28
31,235,0.53974470,14
31,243,0.43793144,8
31,323,0.61607934,21
32,0,0.51249752,60
32,1,0.08641379,1
32,13,0.08641379,1
32,14,0.08641379,1
32,15,0.08641379,1
32,16,0.52604076,67
32,41,0.54153680,76
32,42,0.71795510,316
32,43,0.64946014,182
32,48,0.73171792,353
32,52,0.89331313,1293
32,53,0.44675283,35
32,54,0.68785397,248
32,55,0.63730514,165
32,56,0.54630179,79
32,57,0.61783678,141
32,64,0.69324324,259
32,65,0.61783678,141
32,66,0.56372574,91
32,67,0.57658959,101
32,68,0.53658243,73
32,69,0.60489656,127
32,70,0.75509171,426
32,71,0.53488623,72
32,72,0.53990712,75
32,73,0.67632175,226
32,74,0.58138513,105
32,82,0.67466316,223
32,83,0.44675283,35
32,84,0.67410536,222
32,87,0.53488623,72
32,91,0.70642635,288
32,93,0.51452469,61
32,94,0.68684857,246
32,101,0.53990712,75
32,104,0.79369993,581
32,105,0.53990712,75
32,112,0.59262416,115
32,120,0.82745868,762
32,121,0.65865042,196
32,131,0.69978168,273
32,132,0.44675283,35
32,135,0.53990712,75
32,140,0.50183557,55
32,143,0.69608752,265
32,147,0.69655532,266
32,148,0.73030122,349
32,154,0.56903159,95
32,155,0.63193396,158
32,157,0.83810187,830
32,161,0.65609302,192
32,162,0.69033255,253
32,165,0.66482340,206
32,166,1.00000000,3044
32,168,0.76079837,446
32,171,0.56903159,95
32,174,0.68835364,249
32,175,0.44675283,35
32,176,0.46890413,42
32,182,0.73519081,363
32,183,0.65479438,190
32,184,0.62130002,145
32,193,0.73484785,362
32,196,0.64027358,169
32,197,0.64809014,180
32,199,0.68063971,234
32,200,0.62713842,152
32,201,0.82211730,730
32,206,0.63879820,167
32,207,0.68274388,238
32,208,0.63503148,162
32,209,0.73856958,373
32,210,0.68274388,238
32,213,0.75243594,417
32,214,0.64459779,175
32,216,0.72814551,343
32,217,0.71232394,302
32,218,0.58020343,104
32,219,0.63503148,162
32,223,0.75421272,423
32,235,0.63503148,162
32,236,0.63503148,162
32,237,0.68984076,252
32,238,0.63503148,162
32,239,0.71149832,300
32,243,0.78911841,560
32,256,0.94690746,1988
32,257,0.69467349,262
32,258,0.68934703,251
32,288,0.76598796,465
32,290,0.70512544,285
32,299,0.68634281,245
32,306,0.08641379,1
32,307,0.57901042,103
32,311,0.75421272,423
32,312,0.68735228,247
32,314,0.73722904,369
32,315,0.72409388,332
32,319,0.73655333,367
32,321,0.66955074,214
32,322,0.81181117,672
32,323,0.71676965,313
32,326,0.69608752,265
32,328,0.70814003,292
32,333,0.70983048,296
32,334,0.45016863,36
32,335,0.47177020,43
32,339,0.86879788,1062
32,340,0.75854695,438
32,345,0.68222116,237
32,354,0.61245456,135
32,364,0.67577134,225
32,365,0.68222116,237
32,371,0.68835364,249
32,372,0.68481312,242
32,396,0.67795856,229
33,0,0.77588720,123
33,17,0.93441221,331
33,53,0.83941194,183
33,87,0.83133968,174
33,132,0.85283330,199
33,159,0.75215276,106
33,243,0.87879151,234
33,324,0.96680090,405
33,325,1.00000000,498
33,339,0.88083336,237
33,345,0.88150825,238
33,390,0.88284962,240
34,3,0.85679882,237
34,4,0.83034368,200
34,6,0.10852674,1
34,74,0.83419083,205
34,101,1.00000000,593
34,124,0.94977653,430
34,156,0.83570361,207
34,159,0.85613957,236
35,84,0.91893057,300
35,87,1.00000000,497
35,135,0.96869177,409
35,183,0.90613162,277
35,184,0.88839288,248
35,206,0.88380151,241
35,237,0.88709437,246
35,311,0.93128282,324
35,315,0.98965143,466
35,326,0.86624437,216
35,340,0.88512674,243
36,0,0.45075794,30
36,16,0.52838265,55
36,21,0.76200363,331
36,41,0.52838265,55
36,43,0.52838265,55
36,53,0.47038604,35
36,54,0.72685111,253
36,55,0.67336960,168
36,56,0.56846818,75
36,57,0.59913334,95
36,64,0.70858293,220
36,65,0.65683662,148
36,67,0.84120735,606
36,68,0.72265031,245
36,69,0.62397394,115
36,71,0.77799037,374
36,72,0.59354680,91
36,83,0.47038604,35
36,84,0.74913654,300
36,87,0.56846818,75
36,93,0.52838265,55
36,101,0.57018407,76
36,104,0.74560060,292
36,112,0.60709115,101
36,114,0.67101855,165
36,117,0.30224589,9
36,121,0.69807623,203
36,131,0.73142168,262
36,132,0.65595269,147
36,135,0.56137112,71
36,140,0.53070596,56
36,141,0.34641249,13
36,154,0.60049359,96
36,155,0.66536324,158
36,156,0.62621782,117
36,158,0.36394032,15
36,159,1.00000000,2034
36,163,0.85475593,672
36,166,0.66536324,158
36,171,0.70125468,208
36,175,0.65595269,147
36,176,0.70798763,219
36,182,0.66942745,163
36,183,0.69349299,196
36,184,0.66942745,163
36,186,0.76818188,347
36,190,0.28841588,8
36,193,0.72103969,242
36,196,0.66942745,163
36,197,0.68943296,190
36,199,0.70917555,221
36,200,0.66942745,163
36,206,0.66201876,154
36,208,0.67336960,168
36,210,0.74011142,280
36,213,0.72318282,246
36,214,0.66618621,159
36,217,0.66700405,160
36,218,0.61214038,105
36,219,0.71267612,227
36,235,0.81757754,506
36,236,0.67101855,165
36,238,0.67414402,169
36,239,0.73727828,274
36,243,0.70618535,216
36,256,0.74011142,280
36,257,0.72581345,251
36,288,0.74011142,280
36,290,0.75758085,320
36,299,0.72371318,247
36,307,0.61214038,105
36,311,0.73964346,279
36,312,0.72529152,250
36,314,0.70798763,219
36,315,0.78246375,387
36,319,0.70976550,222
36,331,0.72581345,251
36,334,0.74057773,281
36,345,0.70917555,221
36,354,0.64676966,137
36,364,0.70738962,218
36,371,0.72633330,252
36,390,0.74057773,281
36,394,0.74104238,282
36,684,0.76435468,337
37,0,0.86612518,569
37,1,0.65792728,123
37,10,0.62440899,96
37,41,0.61718553,91
37,53,0.61718553,91
37,54,0.65682208,122
37,56,0.61718553,91
37,57,0.68661182,152
37,63,0.68750102,153
37,84,0.61718553,91
37,87,0.64157544,109
37,104,0.61718553,91
37,105,0.62856641,99
37,127,0.41555132,20
37,135,0.73304623,214
37,141,0.61866113,92
37,143,0.68750102,153
37,148,0.74634352,236
37,159,0.82313705,415
37,186,0.68207681,147
37,189,0.56331860,61
37,190,0.47724343,32
37,207,0.63126930,101
37,216,0.69100100,157
37,218,0.65682208,122
37,233,0.68750102,153
37,235,0.84123985,474
37,243,0.65115772,117
37,299,0.61718553,91
37,307,0.65682208,122
37,324,1.00000000,1519
37,325,0.80033559,351
37,684,0.32729223,10
38,0,0.75762038,302
38,53,0.95265593,1318
38,84,0.69362615,186
38,87,0.79642078,405
38,94,1.00000000,1884
38,112,0.75271710,291
38,132,0.93389762,1144
38,135,0.78194135,363
38,140,0.93203168,1128
38,154,0.86284157,669
38,157,0.80341790,427
38,171,0.83618938,547
38,174,0.56521599,70
38,175,0.66788176,153
38,182,0.89345474,843
38,184,0.67622391,163
38,189,0.94011864,1199
38,190,0.99097735,1760
38,196,0.66171338,146
38,199,0.87937953,758
38,200,0.65618773,140
38,206,0.82108495,488
38,208,0.72671297,239
38,214,0.99737143,1847
38,235,0.72998712,245
38,236,0.69712494,191
38,239,0.76609588,322
38,256,0.81972218,483
38,288,0.83050404,524
38,290,0.73935076,263
38,299,0.56521599,70
38,311,0.73578749,256
38,314,0.72221775,231
38,315,0.74233058,269
38,319,0.84485277,584
38,323,0.56521599,70
38,328,0.63807830,122
38,334,0.75849273,304
38,339,0.56521599,70
38,345,0.56521599,70
38,365,0.56521599,70
38,371,0.90212028,900
39,0,0.62170687,43
39,41,0.65535267,53
39,53,0.58873855,35
39,56,0.85942208,186
39,57,0.73370682,86
39,63,0.66990116,58
39,84,0.87611568,206
39,87,0.71149887,75
39,112,0.75822102,100
39,132,0.81875983,145
39,135,0.68067818,62
39,140,1.00000000,439
39,154,0.88760922,221
39,171,0.88157953,213
39,182,0.83584436,161
39,184,0.82752407,153
39,200,0.83380346,159
39,206,0.88834761,222
39,208,0.83685538,162
39,217,0.83885895,164
39,218,0.85131844,177
39,243,0.88908269,223
39,256,0.94561446,315
39,345,0.18049170,2
40,0,0.60960203,225
40,41,0.61303250,232
40,53,0.60026806,207
40,54,0.61108506,228
40,112,0.68375900,436
40,115,1.00000000,7272
40,166,0.62140127,250
40,168,0.61959462,246
40,171,0.63489598,282
40,196,0.71996984,602
40,235,0.60910331,224
40,345,0.62708015,263
41,10,0.68652171,1515
41,11,0.35256762,42
41,14,0.67818538,1386
41,21,0.30173119,24
41,53,0.49135122,188
41,56,0.60997962,669
41,141,0.32487138,31
41,159,1.00000000,42959
41,168,0.37038194,51
41,186,0.46050277,135
41,189,0.24043339,12
41,324,0.72399180,2260
42,0,0.25148998,13
42,1,0.29456207,21
42,2,0.44166827,102
42,10,0.59448353,511
42,12,0.46011600,124
42,14,0.06605373,1
42,15,0.36690129,46
42,20,0.29012893,20
42,41,1.00000000,36086
42,53,0.38528411,56
42,57,0.15337200,4
42,87,0.21942573,9
42,216,0.44350093,104
42,256,0.17074640,5
42,306,0.06605373,1
42,310,0.65408876,956
43,0,0.68021244,731
43,41,0.75056233,1447
43,53,0.54692147,200
43,87,0.65567424,576
43,112,1.00000000,16262
43,132,0.25626450,11
43,154,0.98931948,14662
43,166,0.07148318,1
43,171,0.89562604,5910
43,175,0.86111792,4229
43,186,0.07148318,1
43,189,0.07148318,1
43,190,0.63297411,462
43,196,0.53145083,172
43,200,0.89885497,6098
43,238,0.68794561,788
43,243,0.76980313,1744
43,256,0.61527930,389
43,299,0.43049797,64
43,339,0.62795359,440
43,345,0.70322488,914
43,365,0.43665673,68
43,371,0.43814061,69
44,3,0.35838659,15
44,4,0.94164061,1457
44,6,0.60401284,106
44,124,0.61333296,114
44,159,0.87913819,898
44,186,0.49489263,45
44,189,0.48001870,40
44,190,0.23160397,5
44,209,0.25152959,6
44,322,0.42602198,26
44,324,1.00000000,2289
45,0,0.90174042,371
